x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
A1835,A0,A0,A1,A1,17.0,A2,A0,A1,A1,A0,A0,A2,89.4,A1
A1836,A1,A0,A1,A1,3.0,A2,A0,A0,A0,A0,A0,A2,69.55,A0
A1837,A0,A0,A1,A1,7.0,A1,A1,A1,A0,A1,A1,A1,49.65,A0
A1838,A0,A0,A0,A1,8.0,A2,A2,A2,A2,A2,A0,A0,20.35,A0
A1839,A1,A0,A0,A0,27.0,A0,A0,A0,A1,A1,A0,A0,94.55,A1
A1840,A1,A0,A0,A0,60.0,A2,A0,A1,A1,A1,A0,A3,104.95,
A1841,A0,A0,A0,A0,42.0,A0,A0,A0,A1,A1,A0,A2,100.3,A0
A1842,A0,A0,A1,A0,66.0,A0,A0,A1,A1,A1,A1,A1,106.05,A1
A1843,A0,A0,A1,A0,62.0,A0,A2,A2,A2,A2,A2,A1,23.75,A0
A1844,A0,A0,A1,A1,66.0,A2,A0,A1,A1,A1,A2,A3,103.15,A0
A1845,A0,A0,A0,A0,44.0,A0,A1,A0,A1,A1,A2,A3,85.25,A0
A1846,A0,A1,A1,A0,1.0,A1,A1,A0,A1,A0,A0,A2,40.2,A1
A1847,A0,A0,A1,A1,19.0,A0,A1,A0,A0,A0,A0,A1,50.1,A0
A1848,A0,A0,A1,A0,71.0,A0,A0,A1,A1,A0,A1,A2,99.0,A0
A1849,A1,A0,A1,A0,18.0,A2,A0,A1,A0,A0,A0,A2,74.8,A0
,A1,A0,A1,A1,52.0,A2,A2,A2,A2,A2,A2,A2,20.4,A0
A1851,A1,A0,A0,A0,5.0,A0,A0,A0,A0,A0,A0,A2,82.75,A0
A1852,A0,A0,A0,A1,21.0,A0,A0,A1,A0,A0,A0,A2,80.35,A0
A1853,A1,A0,A0,A0,25.0,A1,A1,A1,A1,A1,A2,A2,61.05,A0
A1854,A0,A0,A0,A0,53.0,A2,A0,A0,A0,A0,A0,A0,80.6,A0
A1855,A0,A0,A0,A1,48.0,A0,A1,A1,A0,A0,A2,A3,64.4,A0
A1856,A1,A1,A1,A0,60.0,A0,A0,A0,A1,A1,A0,A2,105.9,A0
A1857,A1,A0,A1,A1,26.0,A2,A2,A2,A2,A2,A1,A1,19.65,A0
A1858,A0,A0,A1,A1,46.0,A2,A2,A2,A2,A2,A1,A1,19.95,A0
,A0,A0,A0,A0,3.0,A2,A0,A0,A1,A0,A0,A2,78.5,A1
A1860,A0,A0,A1,A0,4.0,A2,A0,A0,A1,A0,A0,A2,80.35,A1
,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.05,A0
,A1,A0,A0,A0,35.0,A0,A1,A1,A1,A1,A2,A1,85.95,A1
A1863,A1,A0,A0,A0,8.0,A1,A1,A0,A0,A0,A0,A0,29.25,A0
A1864,A1,A0,A0,A0,,A1,A1,A1,A0,A0,A2,A0,45.9,A0
A1865,A1,A0,A0,A0,15.0,A0,A2,A2,A2,A2,A1,A3,25.05,A0
A1866,A1,A0,A1,A1,18.0,A2,A1,A1,A0,A0,A2,A0,61.5,A0
A1867,A1,A0,A0,A0,48.0,A0,A2,A2,A2,A2,A1,A1,24.0,A0
A1868,A1,A1,A0,A0,18.0,A0,A0,A0,A1,A1,A0,A1,103.6,A0
A1869,A0,A0,A0,A0,45.0,A2,A2,A2,A2,A2,A2,A2,20.4,A1
,A1,A0,A0,A0,53.0,A2,A0,A0,A0,A1,A2,A1,94.45,
A1871,A1,A0,A0,A0,3.0,A1,A1,A1,A0,A0,A0,A0,34.25,A1
A1872,A0,A1,A0,A0,24.0,A0,A0,A0,A1,A1,A0,A2,101.25,A1
A1873,A1,A0,A1,A1,5.0,A0,A2,A2,A2,A2,A0,A0,24.3,A0
A1874,A1,A0,A0,A0,65.0,A2,A1,A1,A0,A0,A1,A0,59.6,A0
A1875,A1,A0,A0,A0,2.0,A2,A2,A2,A2,A2,A0,A0,20.55,A0
A1876,A0,A0,A0,A1,3.0,A2,A0,A0,A0,A0,A0,A2,69.65,A1
A1877,A1,A0,A0,A1,18.0,A1,A1,A0,A0,A1,A0,A2,35.0,A1
,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,75.7,A1
A1879,A0,A0,A1,A1,64.0,A0,A0,A0,A1,A1,A1,A1,109.2,A0
,A0,A0,A1,A0,69.0,A2,A1,A1,A0,A0,A2,A1,53.65,A0
A1881,A0,A0,A1,A0,10.0,A2,A2,A2,A2,A2,A2,A3,19.6,A0
A1882,A0,A0,A0,A0,72.0,A2,A2,A2,A2,A2,A1,A1,19.8,A0
A1883,A1,A0,A1,A1,9.0,A2,A2,A2,A2,A2,A1,A0,19.75,A0
A1884,A1,A0,A1,A0,29.0,A2,A2,A2,A2,A2,A1,A0,19.55,A0
A1885,A1,A0,A0,A1,2.0,A0,A0,A0,A1,A1,A0,A3,94.2,A1
A1886,A0,A0,A1,A1,69.0,A0,A0,A1,A1,A1,A1,A3,114.35,A0
A1887,A1,A0,A1,A0,49.0,A2,A2,A2,A2,A2,A2,A1,20.7,A0
A1888,A1,A0,A1,A1,23.0,A2,A0,A0,A0,A0,A0,A2,83.8,A1
A1889,A1,A0,A1,A1,0.0,A2,A2,A2,A2,A2,A1,A0,20.0,A0
A1890,A1,A0,A0,A0,10.0,A0,A0,A1,A1,A1,A0,A2,98.7,A1
A1891,A0,A0,A1,A1,69.0,A2,A2,A2,A2,A2,A2,A1,20.55,A0
A1892,A1,A0,A1,A0,40.0,A0,A0,A0,A0,A0,A0,A1,78.85,A0
A1893,A0,A0,A0,A0,13.0,A2,A2,A2,A2,A2,A2,A0,19.95,A0
A1894,A1,A0,A1,A0,8.0,A0,A0,A0,A0,A1,A0,A2,84.9,A1
A1895,A1,A0,A1,A1,3.0,A0,A0,A0,A0,A1,A0,A3,84.75,A1
A1896,A1,A1,A1,A0,56.0,A0,A0,A0,A0,A0,A0,A3,76.85,A0
A1897,A0,A1,A1,A0,8.0,A2,A1,A0,A0,A1,A0,A1,64.4,A0
A1898,A0,A0,A1,A1,37.0,A0,A0,A0,A1,A0,A0,A2,92.95,A0
A1899,A0,A0,A0,A1,1.0,A1,A1,A0,A0,A0,A0,A2,24.7,A0
,A1,A0,A1,A1,61.0,A0,A1,A1,A0,A1,A2,A2,79.4,A0
A1901,A0,A0,A0,A0,51.0,A0,A0,A0,A0,A0,A0,A1,80.0,A1
A1902,A0,A0,A1,A0,48.0,A0,A0,A1,A1,A0,A1,A3,96.9,A0
A1903,A1,A1,A0,A0,1.0,A2,A0,A0,A1,A0,A0,A2,78.45,A1
A1904,A0,A0,A0,A0,69.0,A2,A2,A2,A2,A2,A1,A3,19.3,A0
A1905,A0,A1,A0,A0,12.0,A2,A0,A0,A0,A0,A0,A0,83.8,A1
A1906,A0,A0,A0,A1,4.0,A0,A0,A0,A0,A0,A0,A1,80.8,A1
A1907,A0,A1,A1,A0,7.0,A0,A0,A0,A1,A1,A0,A2,101.95,A1
A1908,A0,A0,A1,A0,3.0,A1,A1,A0,A0,A0,A0,A0,25.0,
A1909,A0,A1,A1,A0,71.0,A0,A2,A2,A2,A2,A1,A3,24.85,A0
A1910,A0,A1,A1,A0,54.0,A0,A0,A0,A1,A1,A0,A1,99.05,A0
A1911,A1,A0,A1,A0,9.0,A0,A0,A1,A0,A0,A0,A3,91.75,A1
A1912,A0,A0,A0,A0,19.0,A0,A0,A0,A1,A1,A0,A2,99.95,A1
A1913,A0,A0,A1,A0,1.0,A2,A0,A0,A1,A0,A0,A2,80.55,A1
A1914,A0,A0,A1,A1,64.0,A2,A1,A1,A1,A1,A2,A1,73.05,A0
A1915,A0,A0,A0,A0,15.0,A2,A2,A2,A2,A2,A0,A0,19.75,A0
A1916,A1,A0,A1,A1,12.0,A2,A2,A2,A2,A2,A1,A3,20.3,A0
A1917,A1,A1,A1,A0,30.0,A0,A0,A0,A1,A0,A0,A2,90.05,A0
A1918,A0,A1,A1,A0,20.0,A2,A0,A0,A0,A0,A0,A2,73.65,A1
A1919,A1,A0,A0,A0,2.0,A2,A0,A0,A0,A1,A0,A2,80.55,A1
A1920,A0,A0,A0,A0,39.0,A1,A1,A0,A0,A1,A0,A2,40.6,A0
A1921,A0,A0,A1,A1,71.0,A0,A2,A2,A2,A2,A1,A1,23.9,A0
A1922,A1,A0,A0,A0,12.0,A2,A0,A1,A1,A0,A2,A1,85.15,A0
A1923,A1,A0,A1,A0,57.0,A0,A1,A0,A1,A0,A2,A3,74.6,A0
A1924,A0,A0,A1,A1,66.0,A2,A2,A2,A2,A2,A1,A0,19.75,A0
A1925,A1,A0,A0,A0,19.0,A1,A1,A0,A0,A1,A0,A2,39.7,A0
A1926,A0,A0,A1,A1,72.0,A0,A0,A0,A0,A1,A1,A1,90.8,A0
A1927,A1,A0,A0,A0,46.0,A0,A0,A1,A0,A0,A0,A0,84.25,A0
A1928,A0,A0,A1,A1,69.0,A0,A1,A1,A1,A1,A1,A3,86.9,A0
A1929,A0,A0,A0,A0,10.0,A0,A0,A1,A1,A1,A0,A2,98.55,A1
A1930,A1,A0,A1,A1,21.0,A2,A0,A0,A1,A1,A0,A2,102.8,
A1931,A0,A0,A0,A0,19.0,A0,A1,A0,A1,A1,A0,A0,69.6,A0
A1932,A1,A0,A0,A0,6.0,A2,A2,A2,A2,A2,A0,A0,20.2,A0
A1933,A1,A0,A0,A0,40.0,A2,A1,A0,A0,A0,A2,A0,50.25,A0
A1934,A0,A0,A0,A0,44.0,A0,A0,A0,A0,A1,A0,A0,90.4,A0
A1935,A1,A0,A0,A0,1.0,A0,A1,A0,A0,A0,A0,A3,49.95,A1
A1936,A1,A0,A1,A1,49.0,A0,A0,A0,A1,A1,A0,A3,95.4,A0
,A0,A0,A1,A1,67.0,A0,A0,A1,A1,A1,A1,A3,104.6,A0
A1938,A0,A0,A1,A0,13.0,A0,A0,A0,A1,A1,A0,A1,102.25,A1
A1939,A0,A0,A1,A1,22.0,A2,A0,A0,A1,A1,A2,A0,100.05,A0
A1940,A0,A0,A0,A0,52.0,A0,A0,A0,A1,A1,A0,A2,103.05,A0
A1941,A1,A0,A1,A1,71.0,A2,A0,A0,A0,A0,A1,A2,76.05,A0
A1942,A1,A1,A1,A0,11.0,A2,A0,A0,A1,A0,A0,A2,82.9,A0
A1943,A0,A0,A0,A0,46.0,A0,A0,A0,A1,A1,A1,A2,108.65,A0
A1944,A1,A1,A1,A0,50.0,A0,A0,A1,A1,A1,A0,A3,108.75,A0
A1945,A1,A0,A1,A1,69.0,A2,A2,A2,A2,A2,A1,A1,19.8,A0
A1946,A0,A0,A0,A0,56.0,A2,A1,A0,A1,A1,A2,A3,75.75,A0
A1947,A1,A0,A0,A0,15.0,A0,A1,A1,A0,A1,A0,A3,64.65,A1
A1948,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A3,19.65,A0
A1949,A1,A0,A1,A1,5.0,A2,A0,A0,A1,A1,A0,A0,99.15,A1
A1950,A0,A0,A1,A0,40.0,A2,A1,A0,A0,A0,A0,A0,50.15,A0
A1951,A0,A0,A1,A1,71.0,A0,A1,A1,A0,A0,A2,A1,66.85,A0
,A0,A0,A1,A1,40.0,A2,A2,A2,A2,A2,A1,A0,19.6,A0
A1953,A1,A0,A1,A0,15.0,A0,A1,A0,A0,A0,A0,A2,51.1,A0
,A0,A0,A0,A1,66.0,A2,A1,A0,A1,A1,A1,A1,79.5,A0
A1955,A1,A0,A0,A0,12.0,A1,A1,A1,A0,A0,A2,A0,33.6,A0
A1956,A1,A0,A1,A1,23.0,A2,A1,A1,A0,A0,A2,A0,57.75,A0
A1957,A0,A1,A1,A0,37.0,A0,A0,A0,A1,A0,A0,A2,85.7,A1
A1958,A0,A0,A1,A0,72.0,A0,A0,A1,A1,A0,A1,A1,97.95,
A1959,A1,A0,A1,A1,72.0,A0,A2,A2,A2,A2,A1,A0,24.9,A0
A1960,A0,A0,A0,A0,59.0,A2,A2,A2,A2,A2,A1,A3,20.2,A0
A1961,A1,A0,A1,A1,9.0,A2,A1,A0,A1,A0,A2,A0,65.6,A0
A1962,A0,A0,A1,A0,41.0,A2,A2,A2,A2,A2,A1,A2,19.75,A0
A1963,A0,A0,A0,A1,1.0,A0,A0,A0,A1,A1,A0,A2,93.3,A1
A1964,A0,A0,A1,A1,17.0,A2,A0,A0,A1,A0,A0,A2,80.85,A1
,A0,A0,A1,A1,22.0,A2,A0,A1,A0,A0,A0,A3,75.0,A0
A1966,A1,A0,A1,A1,45.0,A0,A2,A2,A2,A2,A2,A1,25.9,A0
A1967,A0,A1,A1,A0,61.0,A0,A0,A0,A0,A0,A2,A3,85.55,A0
A1968,A0,A1,A0,A0,7.0,A1,A1,A0,A0,A1,A0,A2,44.4,A0
A1969,A0,A0,A0,A1,15.0,A2,A1,A1,A0,A1,A2,A0,64.85,A0
A1970,A0,A0,A1,A1,52.0,A0,A0,A0,A0,A1,A0,A3,93.25,A0
A1971,A1,A0,A0,A0,,A2,A2,A2,A2,A2,A2,A0,20.75,A0
A1972,A0,A0,A0,A0,13.0,A2,A2,A2,A2,A2,A2,A0,19.45,A0
A1973,A0,A0,A0,A0,33.0,A2,A0,A0,A0,A0,A0,A1,79.0,A0
A1974,A1,A1,A0,A0,47.0,A0,A0,A0,A1,A0,A0,A2,95.05,A1
A1975,A0,A0,A1,A0,2.0,A2,A1,A0,A0,A1,A0,A0,64.2,A0
A1976,A0,A1,A1,A1,46.0,A0,A0,A1,A1,A0,A0,A2,100.7,A1
A1977,A0,A0,A1,A1,70.0,A2,A1,A1,A1,A1,A1,A1,80.15,
A1978,A0,A0,A1,A1,26.0,A2,A2,A2,A2,A2,A1,A1,19.15,A0
A1979,A0,A0,A1,A1,24.0,A2,A2,A2,A2,A2,A2,A0,20.25,
A1980,A1,A0,A1,A1,12.0,A0,A0,A0,A0,A0,A0,A2,84.5,A1
A1981,A1,A0,A1,A0,24.0,A0,A0,A0,A0,A0,A0,A0,79.65,A0
A1982,A1,A0,A1,A1,30.0,A2,A2,A2,A2,A2,A1,A0,19.7,A0
A1983,A1,A0,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A2,44.1,A1
A1984,A1,A0,A1,A1,14.0,A0,A0,A0,A1,A0,A0,A2,84.8,A0
A1985,A1,A0,A1,A1,72.0,A0,A0,A1,A0,A0,A1,A3,90.35,A0
A1986,A1,A0,A0,A0,2.0,A0,A0,A0,A1,A0,A0,A2,91.4,A1
A1987,A1,A1,A0,A0,2.0,A2,A0,A0,A0,A0,A0,A2,70.35,A1
A1988,A0,A0,A1,A1,69.0,A0,A0,A0,A1,A1,A1,A2,99.35,A0
A1989,A0,A0,A1,A1,44.0,A2,A0,A0,A1,A1,A0,A3,92.95,A0
A1990,A0,A0,A1,A1,68.0,A0,A0,A0,A1,A1,A2,A1,101.05,A0
A1991,A1,A0,A0,A1,15.0,A2,A0,A0,A0,A0,A0,A3,69.0,A1
A1992,A0,A0,A1,A1,9.0,A0,A0,A0,A1,A0,A2,A2,90.35,A0
A1993,A0,A0,A1,A1,71.0,A0,A0,A1,A1,A1,A1,A3,114.0,A0
A1994,A1,A0,A0,A0,46.0,A2,A1,A0,A0,A0,A0,A3,44.95,A0
A1995,A0,A0,A1,A1,72.0,A0,A0,A1,A1,A1,A1,A3,114.45,A0
A1996,A1,A0,A1,A1,70.0,A0,A2,A2,A2,A2,A1,A3,24.7,A0
A1997,A1,A1,A1,A0,67.0,A0,A0,A1,A1,A1,A2,A1,107.05,A0
A1998,A1,A0,A0,A0,2.0,A2,A0,A0,A1,A0,A0,A0,79.65,A1
A1999,A1,A0,A1,A0,48.0,A0,A1,A0,A0,A1,A2,A0,69.55,A0
A2000,A0,A0,A0,A0,1.0,A0,A0,A0,A0,A0,A0,A2,74.95,A1
A2001,A0,A0,A1,A0,66.0,A0,A1,A1,A1,A1,A1,A3,91.7,A0
A2002,A0,A0,A1,A1,40.0,A0,A2,A2,A2,A2,A1,A1,25.25,A0
A2003,A0,A0,A0,A0,5.0,A2,A0,A0,A0,A0,A0,A2,74.65,A0
A2004,A1,A0,A0,A0,45.0,A2,A1,A1,A1,A1,A1,A3,81.65,A0
,A0,A0,A0,A0,10.0,A2,A2,A2,A2,A2,A0,A1,20.0,A0
A2006,A1,A0,A0,A0,41.0,A2,A2,A2,A2,A2,A2,A0,19.75,A0
A2007,A0,A1,A1,A0,51.0,A0,A0,A1,A1,A0,A0,A3,93.8,A1
A2008,A1,A0,A0,A0,3.0,A2,A2,A2,A2,A2,A0,A2,19.75,A1
A2009,A0,A0,A0,A0,31.0,A2,A2,A2,A2,A2,A1,A3,20.4,A0
A2010,A0,A1,A0,A0,3.0,A2,A0,A0,A1,A0,A0,A2,79.9,A1
A2011,A1,A0,A0,A0,35.0,A0,A0,A0,A0,A0,A0,A1,85.3,A1
A2012,A0,A0,A0,A0,33.0,A2,A2,A2,A2,A2,A1,A0,20.35,A0
A2013,A0,A0,A0,A0,30.0,A0,A0,A1,A0,A0,A0,A1,95.0,A0
A2014,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,82.3,A1
A2015,A1,A0,A0,A0,43.0,A0,A2,A2,A2,A2,A1,A1,25.7,A0
A2016,A0,A0,A0,A0,8.0,A0,A0,A0,A0,A0,A0,A2,74.85,A0
A2017,A1,A0,A0,A0,26.0,A2,A0,A1,A0,A0,A2,A1,87.15,A0
A2018,A0,A0,A1,A1,46.0,A2,A1,A1,A0,A0,A2,A0,56.9,A0
A2019,A0,A0,A0,A0,29.0,A2,A0,A0,A1,A1,A0,A2,94.2,A0
A2020,A1,A0,A0,A0,16.0,A0,A0,A0,A0,A1,A0,A2,88.45,A1
A2021,A1,A0,A1,A1,72.0,A0,A0,A1,A1,A1,A1,A0,107.45,A0
A2022,A1,A0,A1,A1,29.0,A0,A2,A2,A2,A2,A1,A0,26.1,A0
A2023,A1,A0,A1,A1,33.0,A0,A1,A0,A1,A1,A2,A2,79.15,A0
A2024,A1,A0,A0,A0,70.0,A0,A0,A1,A1,A1,A1,A1,111.95,A0
A2025,A0,A0,A0,A0,10.0,A2,A0,A1,A1,A1,A0,A2,104.4,A1
A2026,A1,A0,A0,A0,71.0,A0,A0,A1,A1,A1,A1,A1,106.75,A0
A2027,A0,A0,A0,A0,1.0,A2,A0,A0,A0,A1,A0,A2,79.9,A1
A2028,A1,A0,A1,A1,71.0,A2,A2,A2,A2,A2,A1,A3,20.1,A0
A2029,A0,A0,A1,A0,33.0,A2,A1,A0,A0,A0,A0,A1,44.55,A0
A2030,A0,A0,A1,A0,72.0,A0,A0,A0,A1,A1,A1,A2,108.2,A0
A2031,A1,A1,A1,A0,70.0,A0,A0,A1,A1,A1,A1,A2,113.65,A0
A2032,A0,A0,A0,A1,12.0,A0,A0,A0,A0,A0,A0,A1,73.75,A1
A2033,A0,A0,A0,A0,21.0,A0,A0,A0,A0,A0,A0,A2,73.7,A0
A2034,A0,A0,A1,A1,27.0,A2,A0,A1,A0,A0,A2,A1,80.65,A0
A2035,A1,A0,A1,A0,69.0,A2,A1,A0,A0,A1,A1,A1,61.45,
A2036,A1,A0,A1,A1,36.0,A0,A0,A1,A1,A1,A0,A1,104.5,A0
A2037,A1,A0,A0,A0,13.0,A2,A2,A2,A2,A2,A1,A0,20.4,A0
A2038,A0,A0,A0,A0,2.0,A2,A1,A0,A0,A0,A0,A2,45.35,A1
A2039,A0,A0,A0,A0,50.0,A0,A2,A2,A2,A2,A1,A3,24.9,A0
A2040,A0,A0,A0,A0,58.0,A0,A0,A0,A0,A0,A0,A3,80.65,A0
,A1,A0,A1,A0,,A2,A0,A0,A1,A1,A0,A1,100.05,A0
,A0,A1,A0,A0,8.0,A2,A0,A1,A1,A1,A0,A1,100.3,A1
A2043,A0,A0,A1,A0,70.0,A2,A0,A1,A0,A0,A1,A3,84.6,A0
A2044,A1,A0,A1,A1,68.0,A2,A2,A2,A2,A2,A1,A3,19.35,A0
A2045,A0,A1,A0,A0,20.0,A0,A0,A0,A1,A1,A0,A2,98.55,
A2046,A1,A0,A1,A1,7.0,A2,A1,A1,A0,A0,A0,A0,50.7,A0
A2047,A1,A0,A1,A1,45.0,A0,A2,A2,A2,A2,A1,A3,24.65,A0
A2048,A0,A1,A1,A0,63.0,A2,A1,A1,A1,A1,A2,A3,84.0,A0
A2049,A1,A0,A0,A0,5.0,A0,A0,A0,A1,A0,A0,A2,90.8,A1
A2050,A0,A0,A0,A0,17.0,A0,A0,A1,A1,A0,A0,A3,106.65,A0
A2051,A1,A0,A0,A0,5.0,A0,A0,A0,A0,A0,A0,A2,75.6,A0
A2052,A0,A0,A0,A0,29.0,A2,A1,A0,A0,A0,A0,A3,48.95,A0
A2053,A0,A0,A0,A0,4.0,A2,A2,A2,A2,A2,A0,A0,19.0,A0
A2054,A0,A0,A0,A0,5.0,A2,A0,A0,A1,A1,A0,A2,96.1,A1
A2055,A1,A1,A0,A0,2.0,A0,A0,A0,A1,A0,A0,A2,85.55,A1
A2056,A1,A1,A0,A0,15.0,A0,A1,A0,A0,A0,A0,A1,55.0,A1
A2057,A0,A0,A0,A0,11.0,A0,A2,A2,A2,A2,A0,A1,23.15,A1
A2058,A1,A0,A0,A0,65.0,A0,A0,A0,A1,A0,A2,A2,95.5,A0
A2059,A1,A1,A1,A0,72.0,A0,A1,A1,A1,A1,A1,A3,89.85,A0
A2060,A1,A0,A1,A0,,A0,A0,A0,A1,A0,A0,A2,88.85,A0
A2061,A1,A0,A1,A0,64.0,A0,A0,A0,A1,A1,A0,A2,111.15,A0
A2062,A0,A0,A0,A0,2.0,A2,A0,A0,A0,A1,A0,A2,85.85,A1
A2063,A1,A0,A0,A1,65.0,A1,A1,A0,A1,A0,A1,A0,45.25,A0
A2064,A1,A1,A0,A0,19.0,A2,A0,A1,A1,A1,A0,A0,105.0,A0
A2065,A0,A0,A0,A1,13.0,A2,A1,A0,A0,A0,A0,A0,44.0,A0
A2066,A1,A0,A0,A0,13.0,A2,A0,A0,A0,A0,A0,A0,70.15,
,A0,A0,A0,A0,1.0,A2,A1,A0,A1,A1,A0,A2,75.5,A0
A2068,A0,A0,A1,A1,35.0,A2,A2,A2,A2,A2,A1,A3,20.5,A0
A2069,A0,A0,A1,A1,72.0,A1,A1,A1,A0,A0,A1,A1,45.25,A0
A2070,A0,A0,A0,A0,31.0,A2,A1,A0,A0,A0,A0,A2,55.25,A1
A2071,A0,A0,A1,A1,59.0,A2,A2,A2,A2,A2,A1,A0,19.5,A0
A2072,A0,A0,A0,A0,46.0,A0,A0,A1,A0,A1,A0,A2,93.7,A1
A2073,A1,A0,A0,A0,26.0,A1,A1,A0,A1,A1,A0,A1,50.35,A0
A2074,A0,A0,A0,A0,25.0,A2,A2,A2,A2,A2,A2,A1,19.9,A0
,A0,A0,A1,A1,16.0,A2,A1,A1,A1,A0,A1,A0,64.25,A0
A2076,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.1,A1
A2077,A1,A0,A1,A1,18.0,A0,A2,A2,A2,A2,A1,A0,25.1,A0
A2078,A1,A0,A1,A0,70.0,A1,A1,A0,A1,A1,A1,A3,57.8,A0
A2079,A1,A0,A1,A1,2.0,A1,A1,A0,A0,A0,A0,A0,30.25,A0
A2080,A0,A0,A0,A0,72.0,A0,A1,A0,A1,A1,A1,A3,88.6,A0
A2081,A1,A0,A0,A0,5.0,A2,A0,A0,A1,A0,A0,A2,80.2,A0
A2082,A1,A1,A0,A0,7.0,A2,A0,A0,A1,A1,A0,A2,89.15,A0
A2083,A0,A1,A1,A0,6.0,A0,A0,A0,A0,A0,A0,A2,80.8,A0
A2084,A1,A0,A1,A1,19.0,A0,A2,A2,A2,A2,A1,A0,25.6,A0
,A1,A0,A1,A0,4.0,A2,A2,A2,A2,A2,A0,A0,19.6,A0
A2086,A0,A0,A1,A0,59.0,A1,A1,A0,A0,A1,A0,A3,41.05,A1
,A1,A0,A1,A1,8.0,A2,A0,A0,A1,A0,A0,A2,83.55,A1
A2088,A0,A0,A0,A0,5.0,A2,A1,A0,A0,A0,A0,A2,51.35,A0
A2089,A1,A0,A0,A0,2.0,A2,A2,A2,A2,A2,A0,A0,19.5,A0
A2090,A0,A1,A0,A0,13.0,A0,A0,A0,A1,A1,A0,A2,106.9,A1
A2091,A1,A0,A0,A0,24.0,A0,A2,A2,A2,A2,A1,A1,25.15,A0
A2092,A1,A1,A1,A0,34.0,A2,A1,A0,A1,A0,A2,A3,64.2,A0
A2093,A1,A0,A0,A0,31.0,A0,A0,A0,A0,A0,A0,A1,79.85,A1
A2094,A0,A0,A1,A1,22.0,A2,A1,A1,A0,A0,A0,A0,57.95,A0
,A0,A0,A0,A0,71.0,A0,A1,A1,A0,A1,A1,A3,80.6,A0
A2096,A1,A0,A1,A0,59.0,A2,A2,A2,A2,A2,A1,A3,18.4,A0
A2097,A1,A0,A0,A0,19.0,A1,A1,A0,A1,A1,A2,A1,44.85,A1
A2098,A1,A0,A1,A0,26.0,A1,A1,A1,A0,A0,A2,A1,35.4,A0
A2099,A0,A0,A1,A0,14.0,A0,A1,A0,A1,A0,A0,A1,66.6,A0
A2100,A1,A0,A0,A0,56.0,A1,A1,A0,A1,A1,A0,A1,44.85,A0
A2101,A0,A1,A1,A0,28.0,A0,A0,A0,A1,A1,A0,A2,105.8,
A2102,A0,A0,A0,A0,27.0,A2,A1,A1,A0,A0,A0,A0,50.35,A0
A2103,A1,A1,A1,A0,29.0,A0,A0,A0,A1,A1,A0,A3,99.05,A1
A2104,A0,A0,A0,A1,39.0,A1,A1,A0,A1,A1,A2,A3,54.85,A0
A2105,A1,A0,A0,A0,41.0,A0,A1,A0,A0,A1,A2,A2,68.6,A0
A2106,A0,A0,A0,A0,1.0,A2,A0,A0,A1,A1,A0,A2,89.55,A1
A2107,A0,A0,A1,A1,60.0,A2,A2,A2,A2,A2,A1,A3,20.95,A0
A2108,A1,A0,A0,A0,12.0,A1,A1,A1,A0,A1,A1,A0,49.85,A0
A2109,A0,A0,A0,A0,26.0,A2,A1,A0,A1,A0,A2,A1,59.45,A0
,A1,A0,A1,A0,49.0,A1,A1,A1,A1,A0,A0,A3,40.65,A0
A2111,A1,A0,A0,A0,3.0,A2,A0,A0,A1,A1,A0,A2,95.1,A1
A2112,A0,A0,A1,A0,6.0,A0,A0,A0,A1,A0,A0,A2,82.85,A1
A2113,A0,A1,A0,A0,18.0,A0,A0,A0,A0,A0,A0,A1,80.55,A0
A2114,A1,A0,A1,A1,72.0,A0,A2,A2,A2,A2,A1,A3,26.25,A0
A2115,A1,A0,A1,A0,20.0,A2,A0,A0,A0,A0,A0,A3,69.8,A0
A2116,A0,A0,A0,A0,46.0,A1,A1,A1,A0,A0,A2,A3,30.75,A0
A2117,A0,A0,A1,A1,67.0,A0,A0,A0,A1,A1,A2,A2,105.4,A0
A2118,A1,A0,A1,A1,71.0,A0,A0,A1,A1,A0,A1,A1,99.0,A0
,A0,A1,A1,A0,6.0,A2,A0,A0,A1,A1,A0,A2,95.75,A1
A2120,A0,A0,A0,A1,1.0,A1,A1,A0,A0,A0,A0,A0,33.6,A0
A2121,A0,A0,A0,A0,1.0,A0,A0,A0,A0,A0,A0,A0,74.25,A1
A2122,A0,A0,A1,A0,47.0,A0,A0,A0,A0,A0,A2,A2,78.9,A0
A2123,A0,A0,A0,A0,29.0,A2,A1,A0,A1,A1,A2,A3,75.35,A0
A2124,A1,A0,A0,A0,38.0,A0,A1,A1,A1,A1,A2,A3,84.1,A0
A2125,A0,A0,A0,A0,22.0,A0,A1,A1,A0,A0,A0,A2,54.45,
A2126,A0,A0,A1,A1,11.0,A2,A2,A2,A2,A2,A0,A3,20.95,A0
